artist_id,artist_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
51kTvHlt3qVo3sChDlysl6,RoyalT,0.77,0.63,-6.17,0.18,0.1,0.0,0.15,0.49,97.55
6JG2QQcaQBzinELNvu9PRk,Bipo Montana,0.79,0.52,-7.81,0.31,0.39,0.0,0.11,0.63,108.92
4VECwDIJ0DYczPqCyP85kQ,Jay Romero,0.8,0.59,-7.53,0.28,0.33,0.0,0.11,0.66,130.19
4V2V4PaSblStayYVWTGDbZ,Geassassin,0.8,0.6,-7.05,0.34,0.26,0.01,0.12,0.65,95.34
5MRMYpdAWZawm3ivBeWvdK,Teeam Revolver,0.72,0.57,-8.95,0.33,0.28,0.01,0.16,0.65,124.93
2HeV7SaeXiEdRp9mwu3D6e,E.S.G.,0.76,0.55,-10.08,0.21,0.09,0.0,0.22,0.52,112.31
0huGjMyP507tBCARyzSkrv,Cordae,0.74,0.67,-6.24,0.31,0.15,0.0,0.19,0.52,115.57
3jahzTuztFVegfKXChatkY,Trillville,0.77,0.68,-7.4,0.25,0.14,0.0,0.26,0.69,106.3
3sxMqvKboYdEkFJsE8NKlx,Proper Dos,0.8,0.74,-6.44,0.22,0.17,0.0,0.15,0.68,108.1
0WOxhx4hikIsyF3CRPLC8W,Famous Dex,0.76,0.67,-6.25,0.24,0.09,0.0,0.21,0.54,137.63
4VI3MaFLcxU9LRzQQ6r2ri,Doll-E Girl,0.68,0.63,-6.39,0.1,0.43,0.0,0.27,0.65,109.14
6JsAiEcQyEkY9c5Cv5IIwv,Fat Bastard,0.75,0.55,-8.77,0.44,0.18,0.0,0.36,0.58,108.48
3IbbhZMhvYcCTmqWNP3qA1,Tum Tum,0.78,0.57,-7.73,0.29,0.02,0.0,0.15,0.54,144.37
2ioz5NKUj6650H80elrBGd,Mr. Pookie,0.86,0.56,-7.72,0.14,0.09,0.0,0.17,0.61,115.11
3bePxeph4fumKKuo7KHqVF,DJ Payback Garcia,0.77,0.7,-7.02,0.2,0.14,0.0,0.21,0.65,118.24
6vHBuUxrcpn1do5UaEJ7g6,Domo Genesis,0.49,0.8,-5.26,0.35,0.28,0.0,0.46,0.52,99.95
1sBkRIssrMs1AbVkOJbc7a,Rick Ross,0.58,0.7,-5.33,0.2,0.07,0.0,0.21,0.39,121.68
7C7Y21TW1uy3BdRMdvICRC,Slow Pain,0.77,0.63,-7.47,0.18,0.04,0.0,0.18,0.6,95.74
1nSpOxq3pcgomrfpXudQuq,Kirk Knight,0.56,0.76,-5.97,0.24,0.31,0.0,0.29,0.41,96.97
1ZyUXvaBXUsIZ3JD6jYGkt,Nyck Caution,0.67,0.67,-6.98,0.22,0.35,0.0,0.2,0.6,134.2
1fQWUHoSWhlrc9rmHi2xnE,Nbdy,0.6,0.51,-8.53,0.11,0.37,0.0,0.12,0.38,122.9
7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,0.79,0.58,-6.65,0.14,0.15,0.0,0.12,0.38,147.5
5yPzzu25VzEk8qrGTLIrE1,Young Nudy,0.76,0.62,-6.98,0.31,0.13,0.0,0.15,0.48,133.94
3x3jSlhyv5CiCZDZlaTq0M,Pi’erre Bourne,0.64,0.51,-7.86,0.13,0.21,0.0,0.21,0.36,125.54
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,0.8,0.73,-5.03,0.18,0.1,0.02,0.25,0.45,126.04
6vXTefBL93Dj5IqAWq6OTv,French Montana,0.71,0.74,-4.3,0.19,0.06,0.0,0.33,0.56,146.72
0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It,0.72,0.65,-5.55,0.14,0.15,0.02,0.21,0.28,135.39
3EIX8WuD9ybB4ruz0MSilB,Lil Gnar,0.69,0.7,-7.07,0.23,0.08,0.0,0.13,0.47,138.83
50nNZIMfSVOSOoZNPfgFCU,Reno871,0.64,0.66,-8.12,0.24,0.47,0.0,0.18,0.65,108.93
3fo4UvMNzZUCFS90Roh5iK,Eptos Uno,0.69,0.77,-5.36,0.28,0.19,0.0,0.2,0.67,121.78
137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,0.67,0.68,-5.73,0.11,0.18,0.0,0.23,0.55,138.63
17lzZA2AlOHwCwFALHttmp,2 Chainz,0.72,0.64,-6.25,0.25,0.04,0.0,0.18,0.45,114.33
0c8wV1AM6Kfnc55UBww5pG,Malow Mac,0.75,0.69,-6.93,0.19,0.18,0.0,0.14,0.66,95.82
1ZjnlOrZGi1NXkHyr1cEP0,South Park Coalition,0.68,0.76,-6.28,0.33,0.2,0.0,0.24,0.64,111.49
3yaUiAms7Zczk548Rqt7pi,Jae-P,0.77,0.73,-5.25,0.16,0.2,0.0,0.19,0.74,110.86
3AdY4ZU741vIdM0oUNIDns,New Ridaz,0.7,0.65,-5.6,0.08,0.21,0.0,0.12,0.62,128.47
7JFXIgxfNfMRmMj8NPRFb9,Big Tuck,0.71,0.72,-5.82,0.3,0.06,0.0,0.25,0.57,128.96
68jLiaqKg9hQGgiM0qGGif,Mr. Lucci,0.84,0.55,-8.81,0.28,0.07,0.0,0.25,0.68,124.15
3aQeKQSyrW4qWr35idm0cy,T-Pain,0.73,0.56,-7.53,0.11,0.07,0.0,0.19,0.5,108.17
2AAz6qvs77EPQh8pFoaj54,Screwed Up Click,0.68,0.68,-6.63,0.29,0.11,0.02,0.2,0.61,112.38
4ubKsFJjMgWkARG6w2Qlv8,Vado,0.6,0.74,-7.31,0.39,0.23,0.0,0.2,0.48,107.33
5LHRHt1k9lMyONurDHEdrp,Tyga,0.83,0.61,-5.38,0.16,0.1,0.0,0.1,0.44,125.21
7c0XG5cIJTrrAgEC3ULPiq,Ty Dolla $ign,0.65,0.66,-5.82,0.11,0.18,0.0,0.21,0.43,112.42
5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,0.61,0.55,-8.53,0.12,0.32,0.02,0.15,0.41,118.77
0Y4inQK6OespitzD6ijMwb,Freddie Gibbs,0.65,0.62,-8.31,0.22,0.39,0.0,0.17,0.6,94.66
7FBDXY8U17aasVTH3rgxbS,Bankroll Fresh,0.78,0.55,-8.47,0.13,0.06,0.0,0.14,0.34,121.72
3vDUJHQtqT3jFRZ2ECXDTi,Lloyd Banks,0.7,0.75,-4.17,0.28,0.11,0.0,0.26,0.62,134.66
4pr7J7wzgObkE3DD3Izi7q,Young Buck,0.69,0.69,-5.35,0.2,0.18,0.0,0.15,0.51,116.11
5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,0.7,0.55,-8.59,0.25,0.12,0.0,0.26,0.55,118.4
6KZDXtSj0SzGOV705nNeh3,Kid Ink,0.7,0.61,-6.08,0.08,0.11,0.0,0.21,0.4,116.26
0A0FS04o6zMoto8OKPsDwY,YG,0.74,0.55,-6.69,0.18,0.14,0.0,0.17,0.41,136.02
20sxb77xiYeusSH8cVdatc,Meek Mill,0.65,0.64,-5.4,0.2,0.2,0.0,0.26,0.37,110.41
3Y7RZ31TRPVadSFVy1o8os,H.E.R.,0.57,0.43,-9.92,0.14,0.4,0.0,0.14,0.26,98.72
3lrhy6KigCHdcc0vOSTWoI,Mime 871,0.66,0.7,-6.37,0.29,0.55,0.0,0.15,0.6,102.73
7qxxovidg4eV9UNiu2LY4L,Lil Bandit,0.73,0.71,-6.35,0.22,0.26,0.0,0.23,0.63,115.66
6aIm51fHkokqlJn2vzNTH8,Webbie,0.77,0.68,-5.43,0.17,0.09,0.0,0.19,0.51,155.88
7yO4IdJjCEPz7YgZMe25iS,A$AP Mob,0.78,0.69,-5.93,0.22,0.17,0.0,0.17,0.42,119.93
7zICaxnDB9ZprDSiFpvbbW,Master P,0.7,0.63,-6.65,0.25,0.04,0.0,0.22,0.46,113.96
0iEVT8dLNSSmipPOrDGu2z,Silkk The Shocker,0.77,0.66,-6.42,0.27,0.07,0.0,0.27,0.5,131.47
4135eJjHCRw5SuVzLfzR0x,C-Murder,0.78,0.67,-6.57,0.3,0.03,0.03,0.23,0.59,126.45
5GQgxUq4MOuXXV99WrRuev,Young Bleed,0.73,0.7,-6.46,0.25,0.06,0.01,0.17,0.56,116.98
6Hb6mldg6C2LSAvlbIFA0t,Mark Gaboda,0.76,0.45,-13.1,0.4,0.17,0.0,0.24,0.55,119.25
1I5u5Umau1AgHl0ZbPL1oR,Lil Cuete,0.71,0.66,-6.44,0.12,0.23,0.0,0.2,0.53,118.15
0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,0.64,0.77,-5.07,0.28,0.09,0.0,0.33,0.35,100.75
3s8alQfNnY0roAHaJh7Xxt,Dom Kennedy,0.68,0.57,-6.14,0.22,0.16,0.0,0.2,0.37,100.6
7bpDJUH5hnffIYHID6h3Et,Caleborate,0.74,0.42,-11.13,0.31,0.58,0.0,0.12,0.55,109.01
5einkgXXrjhfYCyac1FANB,Lil Scrappy,0.74,0.69,-5.9,0.32,0.09,0.0,0.29,0.56,82.09
4Yj490bi1KL0QpDnVOtHyr,Big Moe,0.76,0.63,-6.49,0.19,0.18,0.0,0.22,0.7,116.14
49rH1OsO47Bo2UibC6Se4Q,Botany Boyz,0.82,0.53,-8.86,0.25,0.1,0.08,0.2,0.57,117.25
7a9KRWdaSZktpGGnWndzbC,Black Hippy,0.67,0.65,-7.75,0.35,0.2,0.0,0.31,0.45,112.2
0ZvobuPpnh1X20UpQnXkRx,Lil Sicko,0.75,0.71,-6.52,0.23,0.05,0.0,0.24,0.53,106.62
6Su4V3FShc12WLiMRApLeW,Travieso,0.81,0.6,-5.94,0.31,0.12,0.0,0.23,0.5,106.97
3ykdYhlVieu2rlYCi5HZnT,Lil Blacky,0.73,0.65,-7.39,0.19,0.04,0.0,0.17,0.53,130.1
6tBnRI3ubWYclKSbGvGtKd,Soulja Slim,0.77,0.73,-6.54,0.28,0.08,0.0,0.15,0.67,126.76
7mDU6nMUJnOSY2Hkjz5oqM,Roy Woods,0.67,0.56,-7.51,0.1,0.17,0.0,0.12,0.34,122.1
6Uo1hEkf3QaOtDEN5frwVq,Westside Cartel,0.89,0.58,-9.25,0.28,0.23,0.0,0.22,0.64,109.01
3hcs9uc56yIGFCSy9leWe7,Lil Durk,0.75,0.61,-7.32,0.16,0.08,0.0,0.16,0.52,128.85
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,0.69,0.6,-8.16,0.22,0.24,0.01,0.21,0.41,114.17
1Zatb2YN4erBOoSivOXc0o,O.T. Genasis,0.86,0.64,-4.96,0.18,0.11,0.0,0.17,0.4,128.36
0TkqXdyWLsssJH7okthMPQ,Jay Electronica,0.56,0.64,-9.5,0.24,0.32,0.01,0.29,0.55,107.54
2cADQgiLMjNhbsfeN52Bf3,Swizz Beatz,0.64,0.8,-4.9,0.23,0.1,0.0,0.32,0.49,106.0
5c6zqnWXNHg6PJrJtAARpk,Chalie Boy,0.73,0.58,-8.1,0.19,0.11,0.0,0.29,0.69,132.47
0f2YkMXwFNJNSX7MymevKE,Kaash Paige,0.56,0.42,-9.34,0.11,0.5,0.0,0.18,0.33,111.99
3EsPYCSw4x0PlRiRgsaxjj,Herschelwood Hardheadz,0.71,0.63,-6.9,0.26,0.08,0.0,0.15,0.56,119.28
6B16XZWuJ9VERn7pXxCIda,8Ball,0.77,0.68,-5.82,0.22,0.09,0.0,0.17,0.54,127.6
6pDFdYZARPitpkfm44UsOQ,MJG,0.83,0.66,-7.94,0.19,0.02,0.0,0.18,0.61,136.03
3Y365ZqTf6fJ4ZcRnLKPGt,Gorilla Zoe,0.76,0.71,-5.79,0.14,0.19,0.02,0.22,0.49,130.75
4kM4KKtWYB7GVtAfKxE7pO,Guerilla Maab,0.81,0.69,-8.09,0.21,0.25,0.0,0.2,0.7,128.25
6g8AmloI8egfrr3dm3SnUL,TWENTY88,0.56,0.63,-8.38,0.3,0.14,0.0,0.32,0.45,118.37
3fDGRNpnPPjzL3aJjKoUEs,Seldom Seen,0.81,0.59,-6.93,0.2,0.1,0.09,0.14,0.55,116.73
4AllEJE7mVkhhyUV6DjqPz,D4L,0.81,0.54,-8.25,0.22,0.08,0.0,0.18,0.55,112.44
5oNgAs7j5XcBMzWv3HAnHG,DJ Drama,0.6,0.64,-7.16,0.24,0.19,0.0,0.25,0.4,124.54
5f7VJjfbwm532GiveGC0ZK,Lil Baby,0.84,0.49,-7.07,0.32,0.1,0.0,0.17,0.29,116.12
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,0.83,0.48,-7.6,0.15,0.24,0.0,0.23,0.33,121.01
4Gso3d4CscCijv0lmajZWs,Don Toliver,0.74,0.61,-6.27,0.07,0.26,0.04,0.2,0.44,128.46
3TVXtAsR1Inumwj472S9r4,Drake,0.7,0.54,-7.77,0.17,0.08,0.01,0.23,0.34,128.14
5pnbUBPifNnlusY8kTBivi,Jadakiss,0.56,0.8,-4.99,0.31,0.11,0.0,0.25,0.54,128.11
6X8WdFjrNhXATMDSs26aCc,Curren$y,0.63,0.7,-6.66,0.22,0.18,0.0,0.19,0.5,121.38
6okYliJaC9bNemn3hTDw73,Califa Thugs,0.69,0.63,-5.85,0.17,0.22,0.0,0.11,0.6,115.49
5bgfj5zUoWpyeVatGDjn6H,K CAMP,0.75,0.5,-8.77,0.25,0.21,0.0,0.18,0.49,137.95
6AMa1VFQ7qCi61tCRtVWXe,Jim Jones,0.65,0.72,-6.02,0.32,0.15,0.0,0.21,0.51,116.81
0PGtMx1bsqoCHCy3MB3gXA,Unk,0.74,0.79,-4.9,0.16,0.14,0.0,0.25,0.64,125.07
6IyAJxxinFuOJpDiDfZC0A,Southside Playaz,0.79,0.74,-5.34,0.28,0.1,0.0,0.17,0.6,118.96
6r0GI8lrFiaEcd4WJ5m3vo,Lone Star Ridaz,0.76,0.62,-6.32,0.23,0.11,0.0,0.19,0.51,122.16
0lonFu7VSFRgkX3ucmgF0u,The Most Hated,0.79,0.69,-7.23,0.2,0.09,0.01,0.21,0.48,102.38
2HpeQd3eecBJ1cPR7SLcrP,Mc Luka,0.79,0.6,-7.0,0.32,0.13,0.0,0.13,0.63,107.75
5QRuZQGn0xYKdLws2XBehT,Frank V,0.71,0.73,-5.94,0.29,0.1,0.04,0.18,0.6,114.34
0KFDhShITLPG6xBOQPs997,Mr. Shadow,0.81,0.62,-7.38,0.26,0.08,0.0,0.14,0.55,111.09
38HFp5OVCJTRO3GqFiOKdr,Young Trav,0.73,0.6,-8.5,0.21,0.15,0.0,0.17,0.44,107.61
3D04N2X2w6vUGeyG94FBaY,Pastor Troy,0.74,0.79,-4.13,0.19,0.05,0.0,0.2,0.47,137.73
61qMnYXa1GxSBoV3IiYKjZ,Yung Pinch,0.72,0.61,-6.83,0.08,0.12,0.0,0.13,0.49,136.9
6d2m7hBhIl9r3j8jHbR8BB,Mr Chino,0.68,0.42,-15.17,0.24,0.2,0.02,0.17,0.55,126.38
1WyuwjAyePxzrlsD9Ez0un,Young Trigger,0.81,0.54,-8.72,0.27,0.25,0.0,0.22,0.58,105.63
6FqXAd1hQl7vVdIQ3hhtgc,D. Savage,0.64,0.58,-8.85,0.22,0.17,0.08,0.19,0.36,129.91
0iY5tbHngnv5lWS431taMY,Soldier Ink,0.78,0.55,-8.03,0.3,0.14,0.0,0.12,0.49,110.22
2J257euzcjnDLipsyJH3F2,Clipse,0.66,0.72,-4.16,0.3,0.24,0.0,0.23,0.59,105.52
7HT3XXX0J4eoJn5MYBVnmf,Cuete Yeska,0.67,0.71,-6.8,0.16,0.23,0.0,0.23,0.6,112.61
0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,0.68,0.62,-6.78,0.07,0.27,0.09,0.22,0.52,125.02
0P8YNJXX7QeQ8iZIUCXJgi,The Diplomats,0.59,0.76,-4.79,0.29,0.11,0.0,0.37,0.68,102.74
4Q5sPmM8j4SpMqL4UA1DtS,Lil' Flip,0.76,0.59,-7.34,0.27,0.07,0.0,0.21,0.59,116.26
1JHdMI7wMEirtNqMaSazJ5,Sleepy Malo,0.78,0.68,-6.9,0.26,0.07,0.0,0.14,0.66,108.77
1Yg9lgBUJBpWJc2jcfrVra,Mister D,0.65,0.67,-7.2,0.2,0.11,0.0,0.22,0.52,110.39
4psGUknTSXLKfT7wrdckRg,Baby Wicked,0.77,0.54,-7.9,0.16,0.18,0.01,0.12,0.58,126.54
7FJZ5oy5kdpkqWYL2RGvRR,Sociedad Café,0.77,0.73,-5.57,0.2,0.08,0.0,0.19,0.54,106.27
1zT1cW7yHZo4jUwGIy8Z6P,Criminal Elament,0.71,0.6,-10.07,0.29,0.11,0.0,0.15,0.51,138.5
0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist,0.66,0.56,-8.9,0.14,0.05,0.0,0.28,0.32,133.99
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,0.69,0.67,-6.21,0.13,0.18,0.01,0.14,0.45,127.26
4BxD7dcIktd3Hfd3zP083u,D-Gotti,0.67,0.66,-7.03,0.3,0.13,0.0,0.23,0.48,120.2
7kFfY4UjNdNyaeUgLIEbIF,DeJ Loaf,0.64,0.6,-7.68,0.19,0.22,0.0,0.14,0.37,103.08
4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees,0.68,0.56,-7.54,0.1,0.17,0.0,0.15,0.4,129.02
1RhOh9I75vVWEDmzRVkRUz,Ms Krazie,0.83,0.64,-6.79,0.16,0.31,0.01,0.12,0.5,110.25
5rKUslBe3bJw0QiQ7rsEyN,Fakkulty,0.71,0.8,-6.2,0.26,0.06,0.0,0.2,0.68,88.56
34Y0ldeyUv7jBvukWOGASO,Bobby Shmurda,0.77,0.65,-6.75,0.36,0.07,0.0,0.17,0.46,155.05
3PcojHQE2TrCy0Kx9l94zp,Jasper Loco,0.74,0.76,-6.73,0.21,0.15,0.0,0.36,0.6,110.87
1DisOtNFBsfGAuifnt4o8j,Chino Grande,0.71,0.66,-5.81,0.18,0.15,0.02,0.21,0.51,100.53
4Byc3x9CcT699ZmORPccck,Midget Loco,0.81,0.72,-5.6,0.2,0.2,0.03,0.23,0.53,102.27
3uJx5SnOM59Li7lCxA3b29,Lil Keed,0.85,0.54,-7.84,0.31,0.09,0.0,0.14,0.54,128.07
3H07rdDFsE8FtMNGBBcuSl,Twisted Black,0.6,0.71,-6.96,0.31,0.1,0.0,0.23,0.55,108.3
5p8vd7al1l0ydxORHatbuR,Mista Madd,0.85,0.63,-5.74,0.24,0.13,0.0,0.19,0.63,99.92
0JuDxOwz1e3Wx05t8e3AT3,Sylvan LaCue,0.7,0.6,-9.51,0.22,0.43,0.0,0.27,0.38,116.6
1b170j0PpkgYWGHMPRsNEM,Achepe,0.67,0.62,-8.29,0.44,0.22,0.0,0.18,0.74,99.94
7rkW85dBwwrJtlHRDkJDAC,NAV,0.77,0.62,-5.9,0.16,0.24,0.0,0.17,0.37,132.83
6cwlhbT6PnscdmUYCLUJsa,Bone Crusher,0.59,0.86,-4.24,0.13,0.0,0.0,0.32,0.54,125.25
3mndTMiP2EOug7cIjq177j,Conejo,0.68,0.67,-9.71,0.36,0.08,0.0,0.36,0.48,108.99
3jksrX4oBklxR78ft8gv3j,Plies,0.74,0.61,-6.64,0.19,0.07,0.0,0.15,0.59,117.3
6tJRAxu0HwB2GI9GueEj4l,Faruz Feet,0.75,0.57,-8.06,0.26,0.38,0.01,0.11,0.55,118.11
0mPAjOjWhSw63IlIgU1wKe,Yung Ralph,0.78,0.59,-7.01,0.23,0.16,0.0,0.25,0.52,124.76
1anyVhU62p31KFi8MEzkbf,Chance the Rapper,0.66,0.58,-7.65,0.25,0.25,0.0,0.1,0.49,126.23
21WS9wngs9AqFckK7yYJPM,PnB Rock,0.67,0.65,-5.75,0.18,0.22,0.0,0.14,0.49,139.66
01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,0.63,0.79,-5.53,0.2,0.11,0.01,0.19,0.49,102.1
1m23lQANfehGZ4ZT8zwS9Q,Al-D,0.8,0.49,-10.64,0.21,0.18,0.0,0.22,0.51,110.62
6GMYJwaziB4ekv1Y6wCDWS,Soulja Boy,0.8,0.62,-6.02,0.19,0.18,0.0,0.19,0.53,120.39
31HjiqargV4NAw4GZqUale,Ace Hood,0.77,0.59,-7.09,0.16,0.2,0.0,0.16,0.36,136.43
0XIKGBo9PnK1ApI5tZA60d,DaniLeigh,0.72,0.5,-7.93,0.23,0.21,0.0,0.14,0.45,127.52
7aA592KWirLsnfb5ulGWvU,Danny Brown,0.56,0.94,-0.44,0.32,0.14,0.0,0.35,0.71,125.63
1txbs9MMkT4FszkaA96atm,Coko Yamasaki,0.81,0.61,-7.74,0.17,0.29,0.0,0.17,0.67,105.82
5K7zLnYB1025dYIwZwb5L9,Payaso,0.79,0.61,-6.86,0.15,0.16,0.05,0.19,0.61,105.67
6x44XiJflDY1W8IMmDdSsI,The Dukes Click,0.84,0.57,-8.06,0.24,0.14,0.0,0.22,0.57,100.36
32ZdTYKfcEqxv5qGCserXM,Beltway 8,0.74,0.56,-8.93,0.34,0.18,0.01,0.21,0.42,121.24
0YWxKQj2Go9CGHCp77UOyy,Fabolous,0.7,0.68,-7.06,0.16,0.22,0.0,0.17,0.6,127.83
0BkX514VOBBW2ECOWNnhds,Manotas,0.65,0.68,-7.61,0.28,0.31,0.0,0.18,0.68,101.84
4H3ePoFDdsl36QwB96jZzg,Leyruk,0.72,0.67,-5.93,0.25,0.25,0.04,0.1,0.71,121.18
